id,CITY,SPOT_LAT,SPOT_LON,ADDRESS,SPEED_LIMIT
847,Águas,40.1128037,-7.205968,5367 Continental Street,110
848,Penza,53.194641,45.0240889,32 David Lane,70
849,Kelasuri,43.0225426,41.1157847,982 Warbler Road,100
850,Sanxi,37.2425649,111.8568586,6 Fairfield Road,110
851,Zhonggongmiao,34.000317,115.319842,6 Loomis Court,70
852,Sinyavino,59.9080511,31.0722897,56477 Red Cloud Place,80
853,Lysekil,58.2816546,11.4679865,8 Lindbergh Road,80
854,Cavadas,40.954617,-8.481788,8560 Kings Pass,90
855,Yaypan,40.3643523,70.8001028,98893 Eagan Way,120
856,Kemendung,-7.2558406,112.525711,91 Veith Terrace,70
857,Kadukandel,-6.4334,105.9098,62 Havey Place,120
858,Dioila,12.4957874,-6.797592,53 Mallory Plaza,120
859,Kumbo,6.2244851,10.6759772,94 Pleasure Junction,60
860,Pomar,42.046011,-8.4825685,889 Fairview Terrace,100
861,Az? Z?al?‘ah,15.01667,48.01667,5 Forster Road,80
862,Patao,11.229568,123.6962232,62 Sachtjen Lane,70
863,Kishorganj,24.2442046,90.8163059,2388 Corben Trail,80
864,Nekla,52.3648742,17.4133285,66636 Stone Corner Terrace,100
865,S?nbong,42.3383958,130.3874889,82 Talmadge Street,80
866,Lolotique,13.5570718,-88.3494328,91316 Old Shore Terrace,100
867,Alès,44.0570174,4.0057868,2 Corscot Street,70
868,Arkalyk,50.2496386,66.9140468,9454 Trailsway Alley,70
869,Pacaembu,-21.563131,-51.2658432,63223 Armistice Center,90
870,Santa Cruz Balanyá,14.6476843,-90.9457183,74 Chive Circle,60
871,Bayanbaogede,41.234822,100.482354,56710 Sullivan Court,120
872,Cikijing,-7.0117033,108.3682641,2 Mosinee Park,120
873,Rizal,14.5665378,121.1092186,86850 Hooker Parkway,90
874,Panzhuang,22.983121,112.9973583,1677 Melody Pass,90
875,Zürich,47.3774041,8.5113801,14 Hintze Court,70
876,Prakhon Chai,14.6014909,103.0933171,03 Little Fleur Place,120
877,Cigintung,-6.9620686,108.4854717,4 8th Court,120
878,Tetyushi,54.7624683,48.6849571,56 Norway Maple Terrace,80
879,Dadu,26.732065,67.786348,9 Novick Place,70
880,Baturyn,51.3412504,32.8797802,65 Petterle Crossing,100
881,Jianchang,40.824367,119.837124,884 Forest Dale Hill,80
882,Corpus,13.2881184,-87.0336925,1 Aberg Junction,80
883,Nanyaojie,28.397356,108.643901,1029 Hagan Pass,70
884,Pincher Creek,49.495739,-113.9428983,82968 Wayridge Park,90
885,Qiwen,39.221631,97.971276,0 Maple Pass,90
886,Alajuelita,9.90299,-84.102054,2 Vernon Trail,80
887,Ndeaboh,6.0312787,7.5626411,1 Jay Plaza,90
888,Uddevalla,57.7184535,12.0083611,739 Lien Center,80
889,Jielong,31.1655344,121.6793537,28 Forest Place,60
890,Tanjung Palas,2.8426922,117.2911248,2 Prentice Street,70
891,Tawala,9.561219,123.777644,9930 Prairie Rose Park,60
892,Yanahuaya,-14.2576342,-69.1692951,32 Summerview Point,80
893,Port Hawkesbury,45.6152297,-61.3552089,90 Scoville Plaza,100
894,Mariestad,58.3958615,13.8536226,7439 Steensland Terrace,110
895,Zelenoborskiy,66.870387,32.3919624,9041 Oakridge Crossing,70
896,Wujiashan,27.756647,118.035309,20 Summit Point,80
897,Medeiros Neto,-17.3079902,-40.1862129,2 Tennyson Crossing,90
898,Alor Setar,6.1282298,100.3919033,1 Eastlawn Center,100
899,Vyazniki,56.1865953,42.1663109,36 Kennedy Pass,110
900,Elaiochóri,40.8207633,24.2429692,2 Summerview Place,70
901,Kasugai,35.2234722,137.0285083,6 Sycamore Drive,80
902,Lourdes,14.6279122,121.0034428,0197 Corry Alley,100
903,Fuquan,26.686335,107.520386,569 Summit Point,60
904,Wenwucao,23.1421682,111.7910758,9941 Corscot Junction,120
905,Zabrat,40.4824514,49.946315,2203 Forest Run Court,110
906,La Tola,2.399572,-78.189712,89279 Sachtjen Street,110
907,Lloque,-8.2641378,-78.1546617,08457 Autumn Leaf Hill,100
908,Huashu,47.389969,122.738679,9301 Wayridge Crossing,120
909,Tha Maka,13.9317086,99.7846002,84 Buhler Plaza,60
910,Kawagoe,34.9442746,132.4282484,265 Gateway Circle,60
911,S?ngho 1-tong,38.99139,125.97778,34682 Trailsway Crossing,100
912,Yunfeng,40.6280245,117.2536039,0 Commercial Avenue,70
913,Kalianget,-7.337694,109.9094336,54716 Prairie Rose Point,70
914,San Isidro,9.939624,126.065213,244 Summerview Avenue,110
915,Usquil,-7.8165708,-78.416925,94 Union Plaza,100
916,Luleå,65.6136708,22.1096478,4 Westport Terrace,120
917,Pingshan,22.691253,114.346251,4 Talmadge Pass,110
918,Itacarambi,-15.0738149,-44.1340439,95 Meadow Ridge Park,90
919,Gniezno,52.5299344,17.6034134,2422 Orin Hill,70
920,Cocorná,6.057265,-75.185598,109 Badeau Court,110
921,Taoyao,33.007669,106.7183225,2548 Hansons Way,100
922,Böhöt,45.23223,108.28245,060 Oneill Road,100
923,Dushk,41.0004802,19.6847625,400 American Avenue,80
924,Beigong,39.9041999,116.4073963,75838 Arapahoe Parkway,110
925,Campelos,39.1979413,-9.2356359,67 Kings Park,90
926,Jincheng,35.490701,112.851831,58814 Old Gate Alley,90
927,Pyhäranta,60.9501559,21.444609,23942 Rowland Circle,100
928,Watulumbung,-7.8028722,113.007156,880 Hanson Trail,100
929,Toritama,-8.0030329,-36.0784687,732 Portage Plaza,120
930,Danghara,38.0932151,69.3413913,4 Dapin Trail,100
931,Fenlu,29.784315,115.910958,792 Manitowish Circle,90
932,Littleton,39.5511448,-104.9505671,41491 Eastwood Terrace,70
933,Igarapé Miri,-0.1624837,-50.0000408,5756 Sachs Park,90
934,Puerto Iguazú,-25.6112339,-54.5515662,8 Homewood Avenue,80
935,Nanterre,48.9098794,2.2829955,35816 Boyd Parkway,60
936,M?lník,50.3539017,14.4817813,16 Express Terrace,60
937,Kamifukuoka,37.7985543,139.189766,23574 Karstens Trail,120
938,Chekmagush,55.1393981,54.6406219,724 Longview Plaza,60
939,San Antonio Suchitepéquez,14.5421715,-91.4130682,56 Meadow Vale Road,80
940,Masindi,1.6873134,31.7138458,9 Londonderry Alley,70
941,Sinait,17.8625501,120.4558185,59253 Fordem Road,110
942,Casa Branca,-21.7712926,-47.0856897,676 Clyde Gallagher Plaza,110
943,Kama,56.847741,53.202749,567 Towne Drive,70
944,Vodnjan,44.9611645,13.8528395,230 Bartelt Junction,80
945,Siak Sri Indrapura,0.783255,102.069801,83 Maple Trail,110
946,Ostrogozhsk,50.8548419,39.0632827,17 Columbus Parkway,70
947,Lahan Sai,14.4437531,102.8514837,977 Iowa Center,70
948,Minneapolis,44.903044,-93.2332244,04 Straubel Circle,120
949,Baixiang,37.482422,114.693425,8 Caliangt Junction,120
950,Gijon,43.5251666,-5.6379087,30 Merchant Street,60
951,Masape,-2.6778303,118.887477,8 South Alley,80
952,Nenotes,-9.796549,124.6773561,44384 Reinke Road,120
953,Esmeraldas,0.9681789,-79.6517202,48994 Garrison Drive,70
954,Zarumilla,-3.4949817,-80.2711588,02405 Bayside Circle,100
955,Pumwani,-1.2816645,36.8458837,35077 Bayside Center,70
956,Al Khushn?yah,32.99941,35.81084,68065 Forest Drive,110
957,Jiukou,30.864884,112.67271,6917 Farragut Parkway,70
958,El Rosario,11.8334463,-86.1662742,171 Iowa Place,100
959,Aparecida,-22.8456877,-45.2302005,86 Jenifer Lane,110
960,Biloxi,30.4111518,-88.9198322,5684 Rockefeller Alley,80
961,Gabao,17.2660394,120.4194593,3 Nelson Alley,100
962,Sebeta,8.9112352,38.6267637,332 Delaware Point,90
963,Iquipi,-3.7436735,-73.2516326,055 Commercial Avenue,80
964,Liubo,31.263629,121.58448,68 Muir Plaza,110
965,Wañgan,7.1760285,125.4423957,505 Kingsford Circle,90
966,Candelaria,7.0540231,125.6018728,57 Old Shore Way,70
967,?dalah,32.15363,35.27646,525 Lakewood Point,110
968,Guanqian,31.311376,120.627532,5233 Kinsman Terrace,110
969,Trá Mhór,53.2736466,-9.0197835,76854 Mendota Circle,90
970,Choros,-5.896111,-78.690278,0 Fieldstone Way,80
971,Ka?anik,42.2278811,21.2568575,1 Merchant Lane,80
972,Bakau,-5.85,105.75,8575 Ridgeway Road,70
973,Gongrong,23.3790333,113.7632828,7 Myrtle Terrace,80
974,Tongyuanpu,40.796787,123.9253791,0 Farragut Parkway,70
975,Terra Chã,38.683925,-27.27226,693 Welch Center,70
976,Stockholm,59.3416126,18.0494344,85089 Stephen Hill,90
977,Tisco,-15.3471443,-71.4438761,1 New Castle Lane,60
978,Sukamaju,-6.4185424,106.8502879,4 Morningstar Street,80
979,Minyue,39.579208,109.708633,1 Comanche Avenue,100
980,Melrose,-20.2695062,57.6297389,514 Prairieview Drive,70
981,Delft,52.0095284,4.3342058,11669 Old Shore Park,80
982,Prupuh,-6.9140979,112.4708685,91047 Summer Ridge Road,90
983,Zhangduangu,38.135005,114.955312,673 Upham Drive,120
984,Tekes,43.217183,81.836206,2 Farmco Junction,80
985,Dietaisi,38.809086,112.214443,9231 Kensington Place,60
986,Trinidad,-14.8258317,-64.9000247,6 Fulton Avenue,70
987,Manta,-0.9676533,-80.7089101,70665 Westport Terrace,110
988,Ratchasan,13.8170825,101.3052635,19 Butterfield Point,70
989,El Mida,36.728017,10.8536132,31485 Brickson Park Circle,90
990,Tiexi,41.802914,123.3763,6410 Blaine Park,60
991,Riga,56.9496487,24.1051865,06543 Mallory Center,70
992,Binlod,9.9153112,123.6091507,4 Village Green Way,120
993,Yuetang,27.872028,112.969479,82851 Morrow Trail,70
994,Bystrzyca,49.9808189,21.726063,37 Bayside Circle,90
995,Talu,0.2118181,100.0024084,79 Michigan Street,100
996,La Gloria,19.3957419,-97.2826539,4070 Superior Pass,100
997,Wañgan,7.1760285,125.4423957,44057 Mcguire Plaza,80
998,Yermolino,55.2259313,36.6083916,40380 Algoma Junction,120
999,Fatubia,-6.3904294,107.1733193,0242 Lerdahl Center,70
1000,Kokterek,49.1140686,84.4732877,684 Kenwood Crossing,110
